id,author_id,created_at,date,hour,lang,body,has_ozempic,has_wegovy,has_semaglutide,has_mounjaro,has_zepbound,has_tirzepatide,has_retatrutide,has_glp1,has_weight_loss_drug,drug_in_text,drug_in_username,drug_in_link,is_rt,is_reply,is_quote,like_count,reply_count,retweet_count,quote_count,views_count,bookmarks_count,source,reply_to_status_id,reply_to_user_id,conversation_id,poll,embed,quoting_id,added_at,media,synced,embedded,version,source_file,snapshots,first_seen,has_media,topics,drugs,intent,emotions,stance,speaker,risks,named,confidence,topic_affordability_access,topic_grey_market,topic_telehealth_rx,topic_marketing_promo,topic_side_effects_safety,topic_medical_condition,topic_personal_experience,topic_cosmetic_vanity_use,topic_weight_loss_results,topic_celebrity_watch,topic_culture_war_body,topic_eating_disorder,topic_appearance_commentary,topic_politics_policy,topic_pharma_industry_critique,topic_finance_investing,topic_science_news,topic_conspiracy_misinfo,topic_humor_meme,topic_dating_sexual,topic_religion_morality,topic_fitness_muscle,topic_food_industry,topic_off_label_use,topic_spam_irrelevant,risk_grey_market_sourcing,risk_vendor_solicitation,risk_unverified_dosing_advice,risk_eating_disorder_signal,risk_self_harm_signal,risk_medical_misinformation,risk_minor_involved,risk_hateful_content,label_problems
2089142914173526279,1932280318586925056,2026-08-17 00:10:59+00:00,2026-08-17,0,en,"The concept of GLP-1’s and weight loss pills feels so dystopian to me… There’s obviously exceptions, but how did we allow it to become the rule?",False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,70.0,0.0,,,,2089142914173526279,,,,2026-08-18 02:54:29.822000+00:00,,0,0,2026-08-18 02:54:29.417000+00:00,0,1,2026-08-18 02:54:29.417000+00:00,False,culture_war_body|cosmetic_vanity_use,glp1_generic,opinion_argue,disgusted,negative,observer_commentator,,,high,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089143152732958885,1916920892879171584,2026-08-17 00:11:56+00:00,2026-08-17,0,en,RT @FutureBecky: Thinking about how Rosie quit mounjaro after losing 100lbs because she decided it made her body pain worse and then procee…,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,6.0,0.0,0.0,0.0,,,,2089143152732958885,,,,2026-08-18 06:15:46.996000+00:00,,0,0,2026-08-18 06:15:46.732000+00:00,0,1,2026-08-18 06:15:46.732000+00:00,False,personal_experience|side_effects_safety,mounjaro,share_experience,neutral_factual,mixed,observer_commentator,,,high,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089143203077165378,3308698127,2026-08-17 00:12:08+00:00,2026-08-17,0,pt,ontem apliquei mounjaro na minha e ela ficou toda felizinha 🥹,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1.0,1.0,0.0,0.0,348.0,0.0,,,,2089143203077165378,,,2088760600792822146,2026-08-21 16:41:17.719000+00:00,,0,0,2026-08-21 16:41:17.468000+00:00,0,1,2026-08-21 16:41:17.468000+00:00,False,personal_experience,mounjaro,share_experience,hopeful_excited,positive,caregiver_proxy,,,high,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089144235111112792,1920636472102957056,2026-08-17 00:16:14+00:00,2026-08-17,0,en,"weird ass GLP-1 drug being researched called RV-8451. 

oral / muscle preserving GLP-1 that also increases fat oxidation. 

no human data yet. 

where it gets interesting is when it was compared to Lilly's Orforglipron in a 28 day obese monkey study:

&gt; both drugs caused ~7% body https://t.co/KVfPmzyrsO",False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,122.0,10.0,4.0,1.0,21030.0,56.0,,,,2089144235111112792,,,,2026-08-17 20:55:12.566000+00:00,"[{""type"":""photo"",""url"":""https://pbs.twimg.com/media/HP4f6ZhaEAAeq3T.png"",""expanded"":""https://x.com/NocturnalNelly/status/2089144235111112792/photo/1"",""id_str"":""2089142365290369024"",""width"":1230,""height"":477}]",0,0,2026-08-17 20:55:12.094000+00:00,0,1,2026-08-17 20:55:12.094000+00:00,True,science_news|fitness_muscle,oral_glp1|orforglipron,inform_news,neutral_factual,neutral,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
2089144288487547142,1486715163256389632,2026-08-17 00:16:27+00:00,2026-08-17,0,en,RT @nozomupilled: this is killing me so bad who gave him ozempic omg,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,5.0,0.0,0.0,0.0,,,,2089144288487547142,,,,2026-08-17 03:11:07.256000+00:00,,0,0,2026-08-17 03:11:06.523000+00:00,0,1,2026-08-17 03:11:06.523000+00:00,False,humor_meme,ozempic,joke,joking,unclear,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089144835165073912,1678811052,2026-08-17 00:18:37+00:00,2026-08-17,0,en,"Been on #Wegovy just over 3 months on the 9MG dose. I’ve lost 25 pound but the stomach pain, the nausea, the lethargy..ive had to miss 3 days of work because of uncontrolled diahreah and horrible abdominal pain. Im tapping out. This sux.",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,87.0,0.0,,,,2089144835165073912,,,,2026-08-30 16:29:13.466000+00:00,,0,0,2026-08-30 16:29:11.831000+00:00,0,1,2026-08-30 16:29:11.831000+00:00,False,personal_experience|side_effects_safety,wegovy,share_experience,sad_defeated,negative,current_user,,,high,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089145746926796811,1877822935311990784,2026-08-17 00:22:15+00:00,2026-08-17,0,en,So @CMPunk What with Ozempic being on the line with your fatphobic comments of big @FightOwensFight i suppose you'll have another pipebomb for Demkiw. do people expect big police to drop ssemaglutide? Coach is pushing a lot of fans to depression. remember poor #Ozempic via,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0,1.0,0.0,0.0,7.0,0.0,,,,2089145746926796811,,,,2026-08-17 02:02:28.922000+00:00,,0,0,2026-08-17 02:02:28.441000+00:00,0,1,2026-08-17 02:02:28.441000+00:00,False,culture_war_body|dating_sexual,ozempic,criticize_attack,angry,negative,observer_commentator,,@CMPunk|@FightOwensFight,high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089146221982339319,1354905574165499907,2026-08-17 00:24:08+00:00,2026-08-17,0,en,RT @kzzrttt: god… look at what what ozempic is doing to our beloved stars…,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,287.0,0.0,3.0,0.0,,,,2089146221982339319,,,,2026-08-17 15:45:51.080000+00:00,,0,0,2026-08-17 15:45:50.783000+00:00,0,1,2026-08-17 15:45:50.783000+00:00,False,celebrity_watch|appearance_commentary,ozempic,gossip_speculate,sad_defeated,negative,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089146527956828435,1519542211376869376,2026-08-17 00:25:21+00:00,2026-08-17,0,en,"The #1 titration mistake with retatrutide: bumping the dose before the current one has fully arrived.

Here's the math nobody explains.

Reta's half-life is ~6 days. Steady state — where what you inject each week equals what you clear — takes 4–5 half-lives to reach.  Th🧵read",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,2.0,1.0,0.0,0.0,219.0,2.0,,,,2089146527956828435,,,,2026-08-22 04:35:53.728000+00:00,,0,0,2026-08-22 04:35:53.411000+00:00,0,1,2026-08-22 04:35:53.411000+00:00,False,grey_market|side_effects_safety,retatrutide,give_advice,neutral_factual,mixed,observer_commentator,grey_market_sourcing|unverified_dosing_advice,,high,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,
2089146956178493827,1242524575088271360,2026-08-17 00:27:03+00:00,2026-08-17,0,en,"RT @RivalsAssembled: Can this Fat A*s take some Ozempic already 

Via/Plenty-Sundae1506 https://t.co/9HlqjGACdv",True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,125.0,0.0,1.0,0.0,,,,2089146956178493827,,,,2026-08-31 05:01:29.350000+00:00,"[{""type"":""photo"",""url"":""https://pbs.twimg.com/media/HP3h7msaUAA6Jbw.jpg"",""expanded"":""https://x.com/RivalsAssembled/status/2089074649862939125/photo/1"",""id_str"":""2089074216285130752"",""width"":1080,""height"":607}]",0,0,2026-08-31 05:01:27.892000+00:00,0,1,2026-08-31 05:01:27.892000+00:00,True,appearance_commentary|humor_meme,ozempic,joke,joking|shaming_mocking,negative,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089147385964286060,2009805748797353986,2026-08-17 00:28:45+00:00,2026-08-17,0,en,"Capstone Peptides has Retatrutide (listed as GLP-3R) in stock!

Use code PROFPEPTIDE for 10% off. 🔥

Capstone Peptides also carries other metabolic peptides including Tirzepatide (listed as GLP-2T), Semaglutide (listed as GLP-1S) and MOTS-C.

Every batch is third-party tested by",False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,86.0,0.0,,,,2089147385964286060,,,,2026-09-01 10:41:55.806000+00:00,,0,0,2026-09-01 10:41:54.421000+00:00,0,2,2026-08-30 21:22:34.070000+00:00,False,marketing_promo|grey_market,retatrutide|tirzepatide|semaglutide,promote_sell,neutral_factual,positive,seller_vendor,vendor_solicitation|grey_market_sourcing,Capstone Peptides,high,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,
2089147464695582912,3301102854,2026-08-17 00:29:04+00:00,2026-08-17,0,en,"99% purity has become a marketing gimmick

Only 44% of TitrateLab’s label-comparable retatrutide tests came within 10% of the labeled amount. 164 measured 0 mg",False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,8.0,4.0,0.0,0.0,1369.0,1.0,,,,2089147464695582912,,,2088750433409946099,2026-09-01 10:45:00.313000+00:00,,0,0,2026-09-01 10:44:53.731000+00:00,0,2,2026-08-31 22:36:46.967000+00:00,False,grey_market|side_effects_safety,retatrutide,criticize_attack,angry,negative,observer_commentator,grey_market_sourcing,TitrateLab,high,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,
2089148180692897936,825849101057216513,2026-08-17 00:31:55+00:00,2026-08-17,0,en,"Capstone Peptides has Retatrutide (listed as GLP-3R) in stock!

Use code PROFPEPTIDE for 10% off. 🔥

Capstone Peptides also carries other metabolic peptides including Tirzepatide (listed as GLP-2T), Semaglutide (listed as GLP-1S) and MOTS-C.

Every batch is third-party tested by",False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,8.0,0.0,,,,2089148180692897936,,,,2026-08-20 02:06:18.021000+00:00,,0,0,2026-08-20 02:06:16.422000+00:00,0,1,2026-08-20 02:06:16.422000+00:00,False,marketing_promo|grey_market,retatrutide|tirzepatide|semaglutide,promote_sell,neutral_factual,positive,seller_vendor,vendor_solicitation|grey_market_sourcing,Capstone Peptides,high,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,
2089148255095435519,1338768771595513856,2026-08-17 00:32:13+00:00,2026-08-17,0,en,"I don't think it's coincidental (opinion) that this ""dying of #ozempic"" wave of sickly looking people in the fame sphere, comes at the same time we're seeing fame sphere people actually dying. #kuru #toxiccannibals #cannibals",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,16.0,0.0,,,,2089148255095435519,,,,2026-08-18 23:33:25.240000+00:00,,0,0,2026-08-18 23:33:23.727000+00:00,0,1,2026-08-18 23:33:23.727000+00:00,False,conspiracy_misinfo|side_effects_safety,ozempic,opinion_argue,anxious_fearful,negative,observer_commentator,medical_misinformation,,medium,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
2089148494363623697,1546553470815199233,2026-08-17 00:33:10+00:00,2026-08-17,0,es,RT @gordazepam: el ozempic quiere sacarte estos putones patrios!!!!!,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,1279.0,0.0,0.0,0.0,,,,2089148494363623697,,,,2026-08-19 00:23:12.770000+00:00,,0,0,2026-08-19 00:23:12.455000+00:00,0,1,2026-08-19 00:23:12.455000+00:00,False,appearance_commentary|culture_war_body,ozempic,opinion_argue,shaming_mocking,negative,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089148769300349409,108311179,2026-08-17 00:34:15+00:00,2026-08-17,0,ja,"膝や股関節にやさしい糖尿病治療薬は？　SGLT2阻害薬 vs. GLP-1受容体作動薬 | ニュース・資料室 | 糖尿病ネットワーク

https://t.co/k4vEBAdsDt",False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,13.0,0.0,3.0,0.0,1441.0,2.0,,,,2089148769300349409,,,,2026-09-01 06:53:38.342000+00:00,,0,0,2026-09-01 06:53:37.936000+00:00,0,2,2026-08-30 13:17:14.722000+00:00,False,science_news|medical_condition,glp1_generic,inform_news,neutral_factual,neutral,observer_commentator,,,high,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089149343999644159,1574473496842977291,2026-08-17 00:36:32+00:00,2026-08-17,0,es,RT @gordazepam: el ozempic quiere sacarte estos putones patrios!!!!!,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,1276.0,0.0,1.0,0.0,,,,2089149343999644159,,,,2026-08-20 18:09:56.483000+00:00,,0,0,2026-08-20 18:09:56.296000+00:00,0,1,2026-08-20 18:09:56.296000+00:00,False,appearance_commentary|culture_war_body,ozempic,opinion_argue,shaming_mocking,negative,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089149791485784346,1619115821392855040,2026-08-17 00:38:19+00:00,2026-08-17,0,en,RT @DeeWeb85: Ozempic hit the streets and the entire body positivity movement died. Funny how that works.,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,45.0,0.0,7.0,0.0,,,,2089149791485784346,,,,2026-08-17 04:11:06.259000+00:00,,0,0,2026-08-17 04:11:05.647000+00:00,0,1,2026-08-17 04:11:05.647000+00:00,False,culture_war_body|humor_meme,ozempic,opinion_argue,sarcastic|shaming_mocking,mixed,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089151196745613749,1221625978222305280,2026-08-17 00:43:54+00:00,2026-08-17,0,en,"RT @mengotomars: ""Dropping weight on GLP-1s? Rapid fat loss spikes cortisol—crashing your testosterone &amp; burning muscle.

Mars Men blocks t…",False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.0,0.0,3.0,0.0,2.0,0.0,,,,2089151196745613749,,,,2026-08-17 10:28:11.576000+00:00,,0,0,2026-08-17 10:28:11.028000+00:00,0,1,2026-08-17 10:28:11.028000+00:00,False,fitness_muscle|side_effects_safety,glp1_generic,promote_sell,neutral_factual,mixed,seller_vendor,vendor_solicitation,Mars Men,high,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,
2089152997146210519,1674158589412352002,2026-08-17 00:51:03+00:00,2026-08-17,0,en,What your doctor should tell you before taking GLP-1s https://t.co/LGuX2tag7C via @YouTube,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,9.0,0.0,,,,2089152997146210519,,,,2026-08-31 21:06:19.593000+00:00,,0,0,2026-08-31 21:06:17.725000+00:00,0,1,2026-08-31 21:06:17.725000+00:00,False,side_effects_safety,glp1_generic,inform_news,neutral_factual,neutral,observer_commentator,,,high,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2089154008552296599,1982079570015920128,2026-08-17 00:55:04+00:00,2026-08-17,0,en,Ozempic piss me off bc why am I only able to eat 2 plates at a buffet,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4.0,0.0,0.0,0.0,478.0,0.0,,,,2089154008552296599,,,,2026-08-18 22:39:55.759000+00:00,,0,0,2026-08-18 22:39:55.370000+00:00,0,1,2026-08-18 22:39:55.370000+00:00,False,personal_experience|side_effects_safety,ozempic,vent,angry,negative,current_user,,,high,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
